States/UTs,District,Murder,Rape_total,Kidnapping & Abduction_Total,Dacoity_total,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Cheating,Forgery,Counterfeit_Total,Arson,Grievous Hurt,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Sexual Harassment,Stalking,Importation of Girls from Foreign Country,Disclosure of Identity of Victims,Incidence of Rash Driving,HumanTrafficking,Total Cognizable IPC crimes
Haryana,Panipat,53,192,100,39,49,416,1207,0,110,73,61,3,11,33,18,97,37,22,0,0,326,0,4654
Haryana,Rewari,27,123,114,22,53,224,670,0,64,89,11,0,10,121,11,65,41,9,0,0,424,0,2781
Haryana,Rohtak,76,204,85,21,43,342,984,0,110,29,70,6,9,73,16,98,31,27,0,1,231,1,3820
Haryana,Sirsa,36,147,77,18,25,376,543,0,19,57,42,3,10,24,5,86,52,15,0,0,187,1,3482
Haryana,Sonipat,110,180,83,21,54,364,940,0,10,120,1,0,16,49,28,98,23,13,0,0,465,0,4311
Haryana,Yamunanagar,45,150,386,14,31,379,747,0,4,90,25,6,6,61,7,76,23,17,0,0,242,1,3347
Haryana,Irrigation & Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
Haryana,Total,1106,3522,3082,425,874,6717,20314,0,1944,1945,667,57,203,1671,293,1688,599,284,0,1,6202,9,79947
Himachal Pradesh,Baddi,13,27,14,0,3,32,41,0,42,21,2,0,2,17,0,15,3,1,0,0,153,1,651
Himachal Pradesh,Bilaspur,4,45,46,0,0,45,39,0,36,20,0,0,10,54,0,72,16,2,0,0,186,0,1185
Himachal Pradesh,Chamba,8,69,20,0,1,98,31,0,38,14,4,3,10,59,0,27,6,5,0,0,87,0,761
Himachal Pradesh,C. I. D.,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
Himachal Pradesh,G. R. P.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Himachal Pradesh,Hamirpur,12,39,18,0,0,44,32,5,14,30,7,0,9,46,0,32,0,0,0,0,125,0,845
Himachal Pradesh,Kangra,26,129,32,2,2,141,107,0,78,53,1,0,10,117,0,79,17,9,0,0,422,0,2698
Himachal Pradesh,Kinnaur,2,30,5,0,1,40,11,1,6,2,0,0,0,12,0,5,0,0,0,0,30,0,211
Himachal Pradesh,Kullu,9,48,24,0,0,55,49,0,26,26,2,0,5,66,0,35,7,0,0,0,114,0,914
Himachal Pradesh,Lahaul & Spiti,2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,84
Himachal Pradesh,Mandi,15,141,46,2,0,76,57,5,51,59,2,0,24,65,0,101,19,15,0,0,346,0,1939
Himachal Pradesh,Shimla,18,117,39,0,6,149,116,0,78,45,16,0,10,35,0,64,34,10,0,0,290,0,1957
Himachal Pradesh,Sirmaur,6,84,19,0,2,50,48,0,41,27,0,3,4,33,0,46,40,6,0,0,162,0,872
Himachal Pradesh,Solan,5,48,24,2,0,104,73,4,30,26,14,0,7,21,0,31,4,7,0,0,227,0,947
Himachal Pradesh,Una,9,69,16,2,1,49,46,6,38,64,0,0,6,67,1,31,13,7,0,0,186,0,1083
Himachal Pradesh,Total,130,849,304,8,16,884,652,21,478,389,49,6,97,593,1,538,159,62,0,0,2336,1,14160
Jammu & Kashmir,Anantnag,9,57,64,0,0,92,90,0,180,20,0,3,14,2,0,123,0,0,0,0,206,0,1307
Jammu & Kashmir,Awantipora,9,18,19,0,3,15,31,0,15,6,0,0,0,0,0,19,19,0,0,0,69,0,389
Jammu & Kashmir,Bandipora,2,12,40,0,1,36,34,0,65,9,0,0,5,1,0,53,0,0,0,0,64,0,618
Jammu & Kashmir,Baramulla,2,30,61,0,11,56,81,0,151,13,0,3,9,5,0,83,0,0,0,0,174,0,1110
Jammu & Kashmir,Budgam,11,27,48,0,2,58,78,0,145,7,20,0,4,2,0,30,0,0,0,0,119,0,1026
Jammu & Kashmir,Crime Jammu,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14
Jammu & Kashmir,Crime Srinagar,1,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,43
Jammu & Kashmir,Doda,3,69,16,0,0,40,44,0,3,13,0,0,5,6,0,60,0,0,0,0,0,0,667
Jammu & Kashmir,Ganderbal,2,0,20,2,0,44,26,0,50,3,0,0,9,2,0,54,54,0,0,0,86,0,473
Jammu & Kashmir,Handwara,3,9,26,0,2,22,44,0,53,1,0,0,4,3,0,80,0,0,0,0,94,0,562
Jammu & Kashmir,Jammu,21,204,73,2,6,290,399,0,71,159,0,9,14,17,4,81,0,0,0,0,1287,0,4238
Jammu & Kashmir,Kargil,1,6,2,0,0,3,3,0,11,0,0,0,0,2,0,0,0,0,0,0,50,0,105
Jammu & Kashmir,Kathua,13,54,36,0,0,58,69,0,39,18,0,0,11,12,1,43,0,0,0,0,384,0,1289
Jammu & Kashmir,Kishtwar,0,18,18,0,0,29,21,0,2,6,0,0,4,0,0,23,0,0,0,0,72,0,388
Jammu & Kashmir,Kulgam,4,21,44,0,12,39,48,0,78,12,0,0,7,110,0,171,0,0,0,0,178,0,856
Jammu & Kashmir,Kupwara,7,24,42,0,0,34,34,0,159,7,0,0,4,7,0,61,61,0,0,0,105,0,710
Jammu & Kashmir,Leh,1,18,1,0,0,7,8,0,4,10,0,0,0,2,0,3,0,0,0,0,0,0,166
Jammu & Kashmir,Poonch,8,39,36,0,0,38,30,0,85,10,0,0,12,76,0,42,42,0,0,0,131,0,842
Jammu & Kashmir,Pulwama,5,21,21,0,5,16,20,0,63,6,0,3,2,37,0,20,0,0,0,0,49,0,354
Jammu & Kashmir,Railways Jammu,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,16
Jammu & Kashmir,Railways Kashmir,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,13
Jammu & Kashmir,Railways Katra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Jammu & Kashmir,Rajouri,18,117,62,6,1,44,56,0,34,28,2,3,6,18,0,65,65,0,0,0,343,0,1751
Jammu & Kashmir,Ramban,3,24,23,0,0,17,41,0,2,7,2,0,2,5,0,25,0,0,0,0,219,0,674
Jammu & Kashmir,Reasi,1,48,29,0,0,20,34,0,28,9,0,0,2,12,0,18,0,1,0,0,175,0,753
Jammu & Kashmir,Samba,4,21,12,0,1,29,33,0,34,10,0,3,4,8,0,10,0,0,0,0,307,0,653
Jammu & Kashmir,Shopian,5,3,37,0,6,17,49,0,74,2,0,0,3,0,0,30,0,0,0,0,44,0,501
Jammu & Kashmir,Sopore,9,24,40,0,3,75,62,0,45,2,0,0,6,0,0,83,0,0,0,0,76,0,634
Jammu & Kashmir,Srinagar,5,36,71,2,36,238,375,0,130,77,0,15,27,8,0,218,1,0,0,0,323,0,2533
Jammu & Kashmir,Udhampur,8,90,19,0,0,48,54,0,3,7,0,0,5,6,0,23,0,0,0,0,445,0,1157
Jammu & Kashmir,Total,156,993,860,12,89,1367,1773,0,1527,497,24,39,159,341,5,1421,242,1,0,0,5003,0,23848
Jharkhand,Bokaro,43,189,97,12,41,114,752,16,136,147,0,0,0,0,18,0,0,0,0,0,0,0,3145
Jharkhand,Chaibasa,120,162,46,22,16,34,163,17,0,43,0,0,4,23,2,22,11,0,0,0,75,1,954
Jharkhand,Chatra,59,54,37,12,8,20,141,0,86,35,10,0,5,14,62,19,0,0,0,0,63,22,1284
Jharkhand,Deoghar,43,75,63,22,17,84,343,0,91,98,0,3,4,564,28,21,6,0,0,0,88,0,2300
Jharkhand,Dhanbad,79,162,155,69,48,219,1052,0,225,26,38,3,4,27,28,54,0,0,0,0,449,0,4929
Jharkhand,Dhanbad Railway,13,0,5,26,7,1,221,0,0,6,0,0,0,1,2,6,0,0,0,0,0,0,365
Jharkhand,Dumka,59,117,31,20,5,73,239,9,62,33,19,0,3,146,11,9,0,2,0,0,146,11,1592
Jharkhand,Garhwa,67,150,90,6,30,60,154,0,143,93,0,0,6,85,25,19,19,0,0,0,107,0,2582
Jharkhand,Giridih,72,174,91,40,35,62,284,5,199,145,60,0,1,34,40,39,39,0,0,0,88,0,3491
Jharkhand,Godda,50,102,61,6,6,18,147,0,74,56,0,0,0,0,3,0,0,0,0,0,110,0,1710
Jharkhand,Gumla,187,201,45,12,34,21,140,0,13,38,6,0,7,0,1,15,0,0,0,0,92,58,1200
Jharkhand,Hazaribagh,60,156,110,53,25,131,459,0,97,135,2,3,12,7,23,50,0,0,0,0,147,1,3039
Jharkhand,Jamshedpur,100,165,82,24,43,175,909,2,99,427,41,3,5,61,13,47,11,0,0,0,197,0,3985
Jharkhand,Jamshedpur Railway,11,0,5,0,4,1,118,0,0,5,0,3,1,1,0,2,0,0,0,0,2,1,188
Jharkhand,Jamtara,18,81,28,4,6,30,123,5,111,71,32,0,6,3,10,29,1,0,2,0,39,0,1032
Jharkhand,Khunti,84,21,16,2,19,2,38,3,36,5,8,0,4,3,2,3,0,0,0,0,20,24,419
Jharkhand,Koderma,25,45,41,22,11,33,125,0,78,60,0,0,0,0,16,0,0,0,0,0,75,0,1344
Jharkhand,Latehar,41,75,37,12,9,15,107,0,46,18,15,0,0,0,8,0,0,0,0,0,47,0,859
Jharkhand,Lohardagga,40,129,32,6,13,25,75,0,5,25,0,0,4,0,2,5,0,0,0,0,48,0,536
Jharkhand,Pakur,30,165,18,2,5,35,74,3,58,47,3,0,2,29,1,12,5,0,0,0,0,6,839
Jharkhand,Palamu,77,132,68,44,43,87,203,0,122,51,48,0,9,16,19,15,15,0,0,0,88,0,2556
Jharkhand,Ramgarh,40,144,60,44,10,51,298,14,103,53,0,3,7,10,11,20,7,3,0,0,158,0,1488
Jharkhand,Ranchi,133,225,81,32,50,84,518,0,90,112,31,0,3,305,13,1,0,0,0,0,361,21,2447
Jharkhand,Sahebganj,72,261,68,6,9,10,116,0,69,89,0,0,2,0,4,20,0,0,0,0,0,5,1522
Jharkhand,Saraikela,58,93,41,6,11,47,207,0,18,21,37,0,4,10,7,27,0,0,0,0,91,0,1108
Jharkhand,Simdega,77,72,15,4,16,10,40,0,14,16,6,0,1,5,1,5,0,0,0,0,70,0,421
Jharkhand,Total,1658,3150,1423,508,521,1442,7046,74,1975,1855,356,18,94,1344,350,440,114,5,2,0,2561,150,45335
Karnataka,Bagalkot,39,66,25,2,17,125,161,0,208,91,5,3,12,29,4,96,0,0,0,0,581,0,2131
Karnataka,BengaluruCity,241,312,708,449,1067,1542,11455,0,388,3045,43,87,100,217,57,680,53,19,0,0,4315,12,31892
Karnataka,BengaluruDistrict,78,180,83,65,145,262,667,0,248,318,22,0,13,32,22,135,0,0,0,0,0,0,5567
Karnataka,BelagaviDistrict,75,177,47,39,40,205,326,0,447,115,10,0,21,94,4,233,23,2,0,0,1429,0,4851
Karnataka,Ballari,58,144,20,12,49,216,380,0,233,228,21,3,5,338,12,121,0,0,0,0,802,0,3304
Karnataka,Bidar,44,99,52,10,38,127,250,0,227,75,5,3,14,34,10,82,0,0,0,0,1217,0,4333
Karnataka,Vijayapura,64,135,43,8,48,127,151,0,276,68,4,3,37,40,7,127,24,2,0,0,798,0,2931
Karnataka,Chikkaballapura,32,108,27,12,21,103,231,0,181,89,17,0,9,26,10,106,0,0,0,0,490,0,2405
Karnataka,Chamarajnagar,28,33,19,3,7,41,138,0,87,31,1,0,6,13,5,92,2,1,0,0,342,1,1607
Karnataka,Chikkamagaluru,39,90,38,20,34,104,215,0,97,86,10,3,9,22,5,172,0,0,0,0,0,0,2878
Karnataka,Chitradurga,47,72,31,8,24,100,266,4,244,77,2,0,12,14,17,241,0,0,0,0,1501,0,3981
Karnataka,Dakshina Kannada,26,120,10,12,19,100,91,0,148,88,11,3,12,16,1,70,8,2,0,0,818,0,2087
Karnataka,Davanagere,45,120,60,14,45,170,439,0,290,111,19,3,8,35,9,211,27,2,0,0,963,0,3635
Karnataka,Dharwad,24,69,8,8,9,38,69,0,127,29,1,0,5,24,3,32,4,2,0,0,384,0,1219
Karnataka,Gadag,12,45,11,5,14,55,82,0,92,48,5,3,3,18,2,31,0,0,0,0,361,0,1109
Karnataka,Kalaburgi,75,159,66,25,67,196,307,405,1,110,5,0,5,69,14,145,0,0,0,0,1208,0,4448
Karnataka,Hassan,64,189,57,22,33,181,344,0,157,110,12,3,27,4,11,251,0,0,0,0,1703,0,5182
Karnataka,Haveri,28,120,17,20,12,79,253,0,250,37,0,0,0,23,10,94,0,0,0,0,714,0,2201
Karnataka,Hubballi Dharwad City,20,63,37,9,72,141,321,0,109,130,18,9,4,34,7,31,3,0,0,0,436,1,1936
Karnataka,K.G.F.,13,60,12,4,19,45,70,0,40,64,1,0,5,7,1,21,5,1,0,0,117,0,777
Karnataka,Kodagu,33,75,36,2,9,99,128,0,32,80,12,0,8,13,1,60,0,0,0,0,456,0,1824
Karnataka,Kolar,35,96,18,5,42,61,184,0,220,80,10,3,9,10,8,67,13,3,0,0,594,0,2188
Karnataka,Koppal,26,84,31,10,12,58,188,0,175,111,0,3,4,183,4,34,0,0,0,0,627,0,1883
Karnataka,Mandya,41,108,69,35,61,201,421,0,230,88,9,0,20,37,11,278,0,0,0,0,1324,0,4984
Karnataka,Mangaluru City,30,75,22,40,57,228,230,0,128,282,8,3,12,11,1,72,0,0,0,0,960,0,3039
Karnataka,Mysuru City,24,123,52,16,73,106,542,0,72,227,0,3,0,20,3,87,10,4,0,0,663,0,2766
Karnataka,Mysuru District,52,123,50,10,28,183,496,0,266,87,6,0,18,34,20,201,0,0,0,0,867,0,4118
Karnataka,Raichur,53,165,37,7,10,66,209,0,306,132,6,2,9,39,5,198,0,0,0,0,673,0,3128
Karnataka,K.Railways,13,3,4,16,96,0,712,0,0,6,0,9,0,23,1,9,9,0,0,0,0,0,948
Karnataka,Ramanagar,73,129,55,40,81,207,454,0,221,102,33,3,12,50,12,142,0,0,0,0,1400,0,4249
Karnataka,Shimoga,50,174,54,25,60,312,326,0,350,236,8,0,26,38,8,404,0,11,0,0,1718,2,6043
Karnataka,Tumakuru,55,108,34,15,50,140,293,0,197,176,13,0,13,44,15,242,12,0,0,0,1449,1,4523
Karnataka,Udupi,22,84,19,13,38,94,126,0,79,129,16,12,11,17,3,111,48,8,0,0,982,0,2496
Karnataka,Uttara Kannada,21,75,32,8,29,105,111,0,103,108,11,0,13,38,0,154,8,2,0,0,1042,0,2783
Karnataka,Yadgiri,31,123,22,4,13,40,68,0,122,26,0,0,4,36,2,148,1,3,0,0,364,0,1496
Karnataka,Belagavi City,25,66,27,10,77,175,315,0,169,115,7,0,18,35,8,85,3,2,0,0,609,1,2396
Karnataka,Total,1636,3972,1933,1003,2516,6032,21019,409,6520,6935,351,161,484,1717,313,5263,253,64,0,0,31907,18,137338
Kerala,Alapuzha,19,183,8,26,54,190,226,76,238,429,0,6,14,117,0,245,41,0,0,0,5759,0,11033
Kerala,Ernakulam Commr.,13,192,4,13,17,157,331,140,57,749,1,9,3,49,0,158,158,0,0,0,13431,3,17088
Kerala,Ernakulam Rural,19,213,8,16,32,193,363,0,321,320,38,21,12,167,0,224,29,0,0,0,14471,0,20185
Kerala,Idukki,20,213,10,0,26,157,144,0,216,206,12,3,9,90,2,186,26,0,0,0,1415,0,5264
Kerala,Kannur,22,177,15,2,83,185,149,0,745,190,0,9,86,65,1,222,26,1,0,0,1644,0,6716
Kerala,Kasargod,16,177,8,13,32,142,161,0,422,223,3,3,44,55,0,123,16,3,0,0,801,1,5016
Kerala,Kollam Commr.,10,234,13,4,63,95,143,0,301,187,14,6,13,132,1,287,287,0,0,0,1418,0,9314
Kerala,Kollam Rural,28,243,19,4,32,194,161,0,293,192,12,0,16,107,2,240,0,0,0,0,1053,0,7910
Kerala,Kottayam,17,225,14,22,38,169,235,0,186,240,0,0,17,108,0,204,41,0,0,0,12303,0,17769
Kerala,Kozhikode Commr.,8,105,2,1,52,183,282,0,220,259,3,27,9,31,1,107,6,1,0,0,1982,0,4665
Kerala,Kozhikode Rural,9,156,10,6,36,196,203,0,408,347,13,9,63,42,0,226,95,4,0,0,1840,0,5391
Kerala,Malappuram,19,309,8,2,34,271,310,0,682,374,0,15,9,103,1,346,10,5,0,0,12448,0,18057
Kerala,Palakkad,23,264,21,11,52,204,308,0,473,410,3,9,31,97,7,182,46,3,0,0,2411,0,14780
Kerala,Pathanamthitta,11,189,13,25,41,187,228,126,89,274,15,9,19,136,0,163,16,0,0,0,5022,0,8533
Kerala,Railways,3,0,2,0,12,2,299,0,7,2,0,0,0,0,0,74,18,0,0,0,0,3,508
Kerala,Thrissur Commr.,17,114,8,10,34,83,165,84,98,362,4,9,12,67,0,109,22,7,0,0,3233,1,6548
Kerala,Thrissur Rural,24,282,10,6,68,141,263,103,278,467,0,12,47,165,2,298,41,5,0,0,14859,1,20117
Kerala,Trivandrum Commr.,13,168,14,29,59,147,325,2,226,294,23,42,10,48,2,254,52,5,0,0,8816,0,12504
Kerala,Trivandrum Rural,45,366,19,28,83,472,338,15,416,361,13,6,29,209,6,581,15,0,0,0,5271,0,12024
Kerala,Wayanadu,9,225,16,4,21,79,64,9,143,169,1,3,8,37,0,134,35,3,0,0,785,0,3182
Kerala,Crime Branch,22,6,0,4,0,5,2,3,1,36,1,0,2,2,3,4,0,0,0,0,0,2,185
Kerala,Total,367,4041,222,226,869,3452,4700,558,5820,6091,156,198,453,1827,28,4367,980,37,0,0,108962,11,206789
Madhya Pradesh,Agar,5,84,18,0,5,54,142,0,20,7,0,0,12,38,2,56,47,1,0,0,281,0,1652
Madhya Pradesh,Alirajpur,46,51,17,8,10,35,94,0,9,5,0,0,10,63,0,15,0,0,0,0,306,0,1161
Madhya Pradesh,Anuppur,35,210,107,4,23,168,187,0,24,22,0,3,7,29,7,121,43,9,0,0,305,0,2666
Madhya Pradesh,Ashok Nagar,29,228,67,5,15,123,125,0,26,11,0,0,13,263,12,171,33,5,0,0,360,0,3366
Madhya Pradesh,Balaghat,60,393,187,3,16,144,136,0,41,40,0,0,18,23,12,178,89,21,0,0,568,1,3507
Madhya Pradesh,Barwani,44,204,27,3,7,112,222,0,22,7,4,0,13,34,4,92,24,5,0,0,821,1,2857
Madhya Pradesh,Betul,63,492,191,0,19,231,339,0,2,40,33,0,16,40,9,417,100,51,0,0,884,8,6822
Madhya Pradesh,Bhind,62,234,106,18,92,204,418,0,71,51,0,0,13,1247,30,142,0,0,0,0,0,0,4870
Madhya Pradesh,Bhopal,83,669,366,18,113,1041,3010,0,62,190,0,15,22,327,20,343,343,0,0,0,3260,0,16094
Madhya Pradesh,Bhopal Railway,4,9,25,2,20,6,1670,0,4,5,0,0,0,1,0,19,19,0,0,0,0,0,2067
Madhya Pradesh,Burhanpur,20,138,24,8,5,58,121,0,8,21,0,0,2,47,5,90,32,14,0,0,371,0,1958
Madhya Pradesh,Chhatarpur,44,234,181,3,35,197,217,0,28,35,0,0,16,308,22,232,232,0,0,0,0,0,4463
Madhya Pradesh,Chhindwara,73,615,231,4,13,245,289,0,42,48,0,6,22,2024,9,241,241,0,0,0,1226,0,6149
Madhya Pradesh,Damoh,33,138,109,1,11,89,112,0,10,16,0,0,7,107,31,137,0,0,0,0,394,0,2702
Madhya Pradesh,Datia,42,102,71,10,48,76,145,0,17,23,0,0,13,74,14,88,0,0,0,0,9,0,2783
Madhya Pradesh,Dewas,64,363,88,0,14,194,511,0,48,43,2,0,13,94,10,216,61,35,0,0,1307,2,7426
Madhya Pradesh,Dhar,51,414,341,17,76,261,857,0,65,38,0,0,34,493,15,244,244,0,0,0,1879,0,7479
Madhya Pradesh,Dindori,24,273,75,0,5,65,83,0,11,14,0,0,11,7,4,162,0,0,0,0,421,0,3851
Madhya Pradesh,Guna,46,369,173,11,34,155,409,0,52,31,0,0,23,500,12,168,1,1,0,0,574,1,4539
Madhya Pradesh,Gwalior,78,474,233,54,99,641,1821,0,108,143,0,0,18,66,36,364,52,32,0,0,1915,1,12958
Madhya Pradesh,Harda,12,141,79,2,8,52,80,0,10,6,4,0,3,44,5,82,40,6,0,0,251,0,2016
Madhya Pradesh,Hoshangabad,59,306,110,6,42,227,416,0,38,26,16,3,19,110,6,183,21,11,0,0,810,0,4870
Madhya Pradesh,Indore,115,783,507,9,317,1588,6530,7,82,177,51,15,49,139,37,411,127,39,0,0,5344,1,23992
Madhya Pradesh,Indore Railway,1,12,5,4,4,5,434,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,552
Madhya Pradesh,Jabalpur,92,582,517,10,137,580,1025,0,69,115,16,6,7,137,34,374,0,0,0,0,2839,4,12918
Madhya Pradesh,Jabalpur Railway,3,12,15,3,37,4,909,0,1,1,0,0,0,3,0,21,7,0,0,0,8,0,1159
Madhya Pradesh,Jhabua,33,156,102,6,45,116,196,0,29,29,0,0,19,122,0,98,0,0,0,0,758,0,2990
Madhya Pradesh,Katni,35,279,192,7,15,174,161,1,8,35,2,6,12,153,18,178,54,2,0,0,330,1,3670
Madhya Pradesh,Khandwa,31,252,127,10,17,312,357,0,39,53,0,0,26,49,6,270,254,15,0,0,578,0,4011
Madhya Pradesh,Khargone,42,354,126,0,18,195,425,0,23,27,0,0,12,125,43,247,0,0,0,0,104,3,4533
Madhya Pradesh,Mandla,36,192,141,0,5,72,57,0,6,22,0,0,4,248,6,99,0,0,0,0,38,1,2220
Madhya Pradesh,Mandsaur,30,270,140,8,9,199,368,0,25,39,0,0,25,103,5,183,0,0,0,0,669,0,5565
Madhya Pradesh,Morena,43,129,120,38,69,158,503,0,101,14,16,6,7,308,30,131,0,2,0,0,845,1,5944
Madhya Pradesh,Narsinghpur,40,339,87,1,7,122,145,0,21,25,0,0,20,1675,20,165,0,0,0,0,0,0,3777
Madhya Pradesh,Neemuch,8,141,41,1,9,79,250,0,17,17,0,0,5,56,3,88,22,2,0,0,466,0,2986
Madhya Pradesh,Panna,29,123,145,1,14,95,73,0,1,11,0,0,11,205,10,84,0,0,0,0,0,0,2063
Madhya Pradesh,Raisen,46,483,90,7,21,109,340,5,36,20,1,0,19,119,5,225,74,11,0,0,554,0,5204
Madhya Pradesh,Rajgarh,28,282,112,7,24,160,363,0,41,24,1,3,72,96,5,235,0,0,0,0,789,0,5529
Madhya Pradesh,Ratlam,36,207,172,17,31,148,339,0,38,35,0,0,14,230,5,151,0,0,0,0,908,4,4560
Madhya Pradesh,Rewa,73,330,272,11,97,641,562,0,44,19,22,12,29,139,36,169,17,2,0,0,177,0,6678
Madhya Pradesh,Sagar,75,378,214,2,23,264,439,0,85,28,1,0,26,307,35,405,110,24,0,0,1169,2,7674
Madhya Pradesh,Satna,69,561,451,10,67,379,495,0,68,37,0,3,25,649,30,254,254,0,0,0,0,0,7539
Madhya Pradesh,Seoni,29,249,155,0,5,114,181,0,19,41,0,0,11,77,9,137,69,12,0,0,662,2,3484
Madhya Pradesh,Shahdol,36,366,200,2,32,277,334,0,26,39,0,3,16,92,16,272,68,50,0,0,619,4,5240
Madhya Pradesh,Shajapur,20,204,47,2,15,141,314,0,29,13,7,3,17,99,7,139,113,9,0,0,455,0,3754
Madhya Pradesh,Sheopur,18,69,36,7,6,47,92,0,26,11,0,0,5,72,5,57,10,6,0,0,160,0,1578
Madhya Pradesh,Shivpuri,55,303,172,26,52,207,389,0,63,54,0,3,43,230,11,269,69,8,0,0,872,2,5836
Madhya Pradesh,Sidhi,31,120,100,0,21,116,107,0,13,21,0,0,7,54,14,100,29,0,0,0,570,1,3576
Madhya Pradesh,Sehore,33,372,149,0,21,267,472,0,39,25,0,3,17,61,12,162,21,0,0,0,1074,0,5006
Madhya Pradesh,Singrauli,42,264,114,7,15,147,231,0,37,10,8,0,22,88,17,97,47,5,0,0,389,9,3349
Madhya Pradesh,Tikamgarh,36,276,79,3,25,165,128,0,35,17,0,0,12,196,15,133,21,4,0,0,507,0,3458
Madhya Pradesh,Ujjain,67,378,148,8,54,434,1103,0,66,45,7,6,7,114,11,282,0,0,0,0,1650,1,9141
Madhya Pradesh,Umaria,17,153,91,4,12,102,78,0,11,16,0,0,5,31,2,104,104,0,0,0,0,0,2172
Madhya Pradesh,Vidisha,48,468,140,2,35,315,440,0,34,46,0,0,16,197,21,299,71,19,0,0,783,0,6009
Madhya Pradesh,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Total,2274,15228,7833,390,1969,12110,29244,13,1850,1888,191,96,865,12113,733,9609,3163,401,0,0,39259,50,272423
Maharashtra,Ahmednagar,109,309,121,109,274,559,1519,65,457,165,0,9,46,199,13,269,67,3,0,0,747,0,6957
Maharashtra,Akola,52,156,42,31,108,177,736,36,97,108,7,9,34,121,5,219,101,19,0,0,503,0,4433
Maharashtra,Amravati Commr.,27,81,36,4,56,206,815,61,13,90,17,6,16,69,1,132,24,15,0,0,510,0,3338
Maharashtra,Amravati Rural,51,309,76,13,42,236,1221,23,43,93,0,3,70,269,8,415,216,77,0,0,546,0,6948
Maharashtra,Aurangabad Commr.,35,81,63,65,204,267,1419,36,134,197,4,6,35,71,2,227,110,65,0,0,771,0,4821
Maharashtra,Aurangabad Rural,49,93,37,46,41,116,917,22,264,87,0,6,30,77,7,177,86,4,0,0,402,0,4237
Maharashtra,Beed,75,210,72,44,94,227,678,38,266,120,2,3,33,121,3,273,173,13,0,0,856,0,4864
Maharashtra,Bhandara,20,84,23,2,25,153,476,6,19,55,0,0,20,42,3,73,47,8,0,0,309,0,2003
Maharashtra,Buldhana,59,171,44,27,44,155,669,35,186,94,10,3,45,128,22,253,94,13,0,0,396,0,4453
